iter	RMSE
193	1.824543034
194	1.822017077
195	1.820562723
196	1.818397407
197	1.816968289
198	1.81556542
199	1.814242672
200	1.813022475
201	1.811672335
202	1.81038744
203	1.807969047
204	1.80652472
205	1.805149062
206	1.803317451
207	1.802280493
208	1.800133141
209	1.798526419
210	1.79657748
211	1.795503567
212	1.794256109
213	1.791978647
214	1.791060776
215	1.789965954
216	1.788857438
217	1.787098382
218	1.786457055
219	1.785303467
220	1.784980347
221	1.783399851
222	1.783135622
223	1.782210912
224	1.781113027
225	1.780267244
226	1.779017212
227	1.778692032
228	1.777559431
229	1.776812692
230	1.775878597
231	1.7750123
232	1.774307816
233	1.77398703
234	1.77305812
235	1.772098969
236	1.771780442
237	1.770515363
238	1.769501504
239	1.767689958
240	1.76724
241	1.765723647
242	1.764644972
243	1.764275798
244	1.763458691
245	1.763224612
246	1.761818907
247	1.760459348
248	1.760179059
249	1.758582709
250	1.757832301
251	1.756989387
252	1.756760375
253	1.75598786
254	1.755723892
255	1.755023915
256	1.753410289
257	1.752477031
258	1.751714593
259	1.751486118
260	1.750848131
261	1.750628691
262	1.749945293
263	1.748242741
264	1.747635047
265	1.746223967
266	1.745692663
267	1.745020311
268	1.743453564
269	1.742976278
270	1.74266171
271	1.742316598
272	1.741683518
273	1.741472506
274	1.740886851
275	1.740691488
276	1.740012737
277	1.739216381
278	1.738518058
279	1.738273494
280	1.736742384
281	1.735378485
282	1.735227909
283	1.73496424
284	1.733955008
285	1.73287981
286	1.731633901
287	1.730440769
288	1.730130915
289	1.729904101
290	1.728616174
291	1.728409366
292	1.728123619
293	1.727396619
294	1.727088929
295	1.726812539
296	1.726300627
297	1.726075836
298	1.725864596
299	1.725719813
300	1.725499534
301	1.724804085
302	1.723574053
303	1.722306354
304	1.722209923
305	1.721811935
306	1.721568326
307	1.721260505
308	1.721144016
309	1.720784742
310	1.720256861
311	1.720034792
312	1.719862115
313	1.719352599
314	1.719204999
315	1.71903281
316	1.718796584
317	1.718171051
318	1.718052011
319	1.71733011
320	1.717176834
321	1.716559327
322	1.71608006
323	1.71507915
324	1.714882424
325	1.714646447
326	1.714181085
327	1.713686191
328	1.713465845
329	1.71237068
330	1.712182589
331	1.71195521
332	1.711291484
333	1.711064461
334	1.710910739
335	1.710638297
336	1.71048441
337	1.710336699
338	1.710156154
339	1.709713867
340	1.709480755
341	1.709263185
342	1.709093615
343	1.707980367
344	1.707388016
345	1.706974693
346	1.705701684
347	1.705460316
348	1.70528093
349	1.704711527
350	1.704260513
351	1.703506793
352	1.703370683
353	1.703245039
354	1.703052981
355	1.702827372
356	1.702442552
357	1.702240931
358	1.701295394
359	1.701015404
360	1.700673153
361	1.699654262
362	1.699452539
363	1.69920779
364	1.699054308
365	1.698892078
366	1.698688708
367	1.698539978
368	1.698458017
369	1.698200963
370	1.697931861
371	1.697881357
372	1.697738886
373	1.69685747
374	1.696351937
375	1.696164571
376	1.696016807
377	1.695091613
378	1.694778025
379	1.694556415
380	1.69411431
381	1.69388831
382	1.693733279
383	1.693341512
384	1.693131513
385	1.692729622
386	1.692568076
387	1.692370817
388	1.692070911
389	1.691827176
390	1.691762773
391	1.69167563
392	1.691192811
393	1.69081379
394	1.689394059
395	1.68892979
396	1.688669001
397	1.688544458
398	1.688193727
399	1.688022634
400	1.686902496
401	1.68637043
402	1.685415738
403	1.685012244
404	1.684858663
405	1.684651018
406	1.684508024
407	1.684363517
408	1.684199972
409	1.68384332
410	1.683666197
411	1.683369599
412	1.683050839
413	1.682900623
414	1.682576274
415	1.682476292
416	1.682060593
417	1.681996093
418	1.681866453
419	1.681630906
420	1.681472498
421	1.681275035
422	1.680313721
423	1.679945502
424	1.679631492
425	1.679432626
426	1.679254881
427	1.679122302
428	1.67892086
429	1.678800437
430	1.678443382
431	1.678334158
432	1.678213876
433	1.678009993
434	1.677819798
435	1.677698026
436	1.677543418
437	1.67687771
438	1.676688898
439	1.676571204
440	1.675992519
441	1.674790615
442	1.674538086
443	1.674161829
444	1.674041827
445	1.673934834
446	1.673787213
447	1.6736594
448	1.673280457
449	1.673188534
450	1.672997956
451	1.672851495
452	1.672765911
453	1.672605231
454	1.672313259
455	1.671789433
456	1.671606152
457	1.671303585
458	1.671122124
459	1.670808676
460	1.670428032
461	1.670205115
462	1.670109502
463	1.669933956
464	1.669698036
465	1.669515767
466	1.669443433
467	1.66918266
468	1.669105797
469	1.668963257
470	1.66885466
471	1.668660308
472	1.667653156
473	1.667499891
474	1.667361958
475	1.667196277
476	1.666768441
477	1.666596294
478	1.666469704
479	1.666350604
480	1.666092797
481	1.665895945
482	1.665816243
483	1.664962698
484	1.664794515
485	1.664587766
486	1.664334459
487	1.664199726
488	1.664001747
489	1.663878499
490	1.66357443
491	1.663497335
492	1.663370173
493	1.66324841
494	1.662741525
495	1.6623012
496	1.662249617
497	1.662084053
498	1.661941608
499	1.6618276
500	1.661675951
501	1.661362579
502	1.661300116
503	1.661127012
504	1.6607318
505	1.660640749
506	1.660499243
507	1.660319451
508	1.660191098
509	1.659826351
510	1.65972335
511	1.658901114
512	1.657796467
513	1.657660665
514	1.65752502
515	1.657424937
516	1.657269209
517	1.657008721
518	1.656936496
519	1.656847487
520	1.65672784
521	1.656447739
522	1.656268084
523	1.656037529
524	1.655792322
525	1.655706785
526	1.655555009
527	1.655369771
528	1.654556449
529	1.654316312
530	1.654157387
531	1.653970056
532	1.653747741
533	1.653381772
534	1.65321034
535	1.65310533
536	1.652982469
537	1.652918409
538	1.652061468
539	1.651912749
540	1.651770588
541	1.651504013
542	1.651384023
543	1.650395657
544	1.650251224
545	1.65021041
546	1.650121754
547	1.64997692
548	1.649818822
549	1.649775056
550	1.649664516
551	1.649533724
552	1.649429963
553	1.649319797
554	1.649194087
555	1.649089287
556	1.648947064
557	1.64882145
558	1.648689089
559	1.648555864
560	1.648297152
561	1.648127735
562	1.648065883
563	1.647259679
564	1.647143664
565	1.647062158
566	1.646927206
567	1.646889089
568	1.64671358
569	1.646662846
570	1.646527157
571	1.646442265
572	1.645831593
573	1.645730428
574	1.645629838
575	1.645080563
576	1.64497003
577	1.644861621
578	1.644794005
579	1.64457673
580	1.644477685
581	1.644381353
582	1.644251091
583	1.644130715
584	1.643991614
585	1.64308823
586	1.642949479
587	1.642785229
588	1.642704348
589	1.642553696
590	1.642409276
591	1.642325155
592	1.642034544
593	1.641905223
594	1.641807874
595	1.641766115
596	1.641614689
597	1.64127474
598	1.64058546
599	1.640042755
600	1.639267731
601	1.638700795
602	1.638459348
603	1.638330361
604	1.638268033
605	1.638188197
606	1.63798935
607	1.637487306
608	1.637354896
609	1.637225634
610	1.637124713
611	1.636879176
612	1.636794037
613	1.636640175
614	1.636344341
615	1.636261462
616	1.636094987
617	1.635999628
618	1.635392245
619	1.635285812
620	1.635193456
621	1.63430088
622	1.634130816
623	1.634046568
624	1.633964422
625	1.633794171
626	1.633537161
627	1.633419425
628	1.633346239
629	1.633224508
630	1.633063048
631	1.632942853
632	1.632688009
633	1.632506289
634	1.632180937
635	1.632043724
636	1.631990063
637	1.631892036
638	1.631777436
639	1.631697449
640	1.63144423
641	1.631403124
642	1.631353957
643	1.631278595
644	1.630619692
645	1.630535103
646	1.630443662
647	1.630324491
648	1.630222198
649	1.629949401
650	1.629891029
651	1.629791357
652	1.629695982
653	1.629562656
654	1.62945968
655	1.629346189
656	1.629264376
657	1.628991809
658	1.628879119
659	1.628798194
660	1.628485369
661	1.628287804
662	1.627623367
663	1.627514507
664	1.627423446
665	1.62732672
666	1.627260133
667	1.627186918
668	1.627114253
669	1.626825325
670	1.626752404
671	1.62664269
672	1.626557366
673	1.626140418
674	1.626041413
675	1.625945871
676	1.62587782
677	1.625812257
678	1.625700436
679	1.625612004
680	1.625518716
681	1.625457286
682	1.624673117
683	1.624549251
684	1.624452777
685	1.62420913
686	1.624088116
687	1.623987663
688	1.623906073
689	1.62383215
690	1.623764629
691	1.62366729
692	1.623577517
693	1.623464669
694	1.623405544
695	1.623303499
696	1.623209868
697	1.623113365
698	1.623018808
699	1.62240854
700	1.622291937
701	1.62196067
702	1.621863375
703	1.621791811
704	1.621705566
705	1.621499822
706	1.621392296
707	1.621304255
708	1.621098401
709	1.621055173
710	1.620902161
711	1.620836457
712	1.620747625
713	1.62065119
714	1.620574035
715	1.620484558
716	1.620422638
717	1.620378349
718	1.620249795
719	1.620218586
720	1.620123213
721	1.620041602
722	1.619961719
723	1.619853412
724	1.619814876
725	1.619089233
726	1.618996522
727	1.618919015
728	1.61885704
729	1.61875313
730	1.618499829
731	1.61837925
732	1.618331141
733	1.618241087
734	1.61819868
735	1.617903633
736	1.617822007
737	1.617724139
738	1.617647625
739	1.617560776
740	1.617441813
741	1.617323846
742	1.617281993
743	1.617214802
744	1.617163235
745	1.61709645
746	1.61697459
747	1.616881685
748	1.616782313
749	1.616448981
750	1.616272817
751	1.616069303
752	1.615986101
753	1.615871804
754	1.615753147
755	1.6156611
756	1.615565631
757	1.615515196
758	1.615453809
759	1.615304737
760	1.61522428
761	1.614659179
762	1.614609796
763	1.614534251
764	1.614443123
765	1.614349687
766	1.614258256
767	1.61419651
768	1.61411444
769	1.613937342
770	1.613859591
771	1.613770674
772	1.613694977
773	1.613624816
774	1.613538801
775	1.613191491
776	1.613094589
777	1.612991955
778	1.612917822
779	1.612829914
780	1.612723899
781	1.612653149
782	1.612026897
783	1.611961058
784	1.611881995
785	1.611814942
786	1.611727211
787	1.611515155
788	1.611315527
789	1.611224829
790	1.611142028
791	1.611069066
792	1.610975747
793	1.610905833
794	1.610603923
795	1.610518755
796	1.610444029
797	1.610376021
798	1.610328971
799	1.610240039
800	1.610150113
801	1.609957315
802	1.60988895
803	1.609819063
804	1.609722377
805	1.609629042
806	1.609581509
807	1.60951768
808	1.609444155
809	1.609358143
810	1.609271965
811	1.60917934
812	1.609105683
813	1.609008497
814	1.608929413
815	1.608843781
816	1.608805127
817	1.608731515
818	1.608548142
819	1.608439555
820	1.608341867
821	1.608270868
822	1.60818793
823	1.608125082
824	1.608056827
825	1.60797346
826	1.607889998
827	1.607831583
828	1.607749054
829	1.606994786
830	1.60692646
831	1.606850217
832	1.606762701
833	1.60668626
834	1.606638707
835	1.606554454
836	1.606478871
837	1.606450213
838	1.606363176
839	1.60630039
840	1.606217677
841	1.606131074
842	1.606056982
843	1.60598801
844	1.605906517
845	1.605825504
846	1.605744353
847	1.605670455
848	1.605579963
849	1.605500746
850	1.605388347
851	1.605307871
852	1.605258221
853	1.605189664
854	1.605102026
855	1.605011983
856	1.604796341
857	1.604716899
858	1.604676034
859	1.604613332
860	1.604554407
861	1.60447369
862	1.603962809
863	1.603893646
864	1.603822027
865	1.603736628
866	1.603662412
867	1.602958075
868	1.602877211
869	1.602806532
870	1.602726521
871	1.602243735
872	1.602177825
873	1.602111798
874	1.60204634
875	1.601975935
876	1.601894237
877	1.60183362
878	1.60176634
879	1.601694116
880	1.600912163
881	1.600657204
882	1.600455882
883	1.600386116
884	1.600313762
885	1.600232368
886	1.600161079
887	1.600082089
888	1.600006968
889	1.599933192
890	1.599855554
891	1.599782268
892	1.599707919
893	1.599643698
894	1.599570879
895	1.599369888
896	1.599290889
897	1.598865484
898	1.598612474
899	1.598531859
900	1.598458127
901	1.598375629
902	1.598310437
903	1.597889323
904	1.597818959
905	1.59775315
906	1.597498775
907	1.597220008
908	1.597174706
909	1.59709545
910	1.597020682
911	1.596952381
912	1.596879977
913	1.596815483
914	1.596056721
915	1.595143171
916	1.595066617
917	1.594997696
918	1.594920874
919	1.59485526
920	1.594780434
921	1.594713513
922	1.594642076
923	1.594580165
924	1.594282129
925	1.594217815
926	1.594155674
927	1.594092081
928	1.594018052
929	1.593954744
930	1.593885822
931	1.5938163
932	1.593748035
933	1.593681769
934	1.593613351
935	1.593545444
936	1.593480094
937	1.593313516
938	1.593248878
939	1.593183991
940	1.592359134
941	1.592291598
942	1.592228192
943	1.592162333
944	1.591936581
945	1.591878155
946	1.591813904
947	1.591746129
948	1.591145838
949	1.591084947
950	1.591025636
951	1.590961013
952	1.590900899
953	1.590837417
954	1.590647012
955	1.590585258
956	1.590470672
957	1.590406751
958	1.589975229
959	1.589713162
960	1.588912672
961	1.588414639
962	1.588356627
963	1.588296451
964	1.588235467
965	1.587857672
966	1.587793308
967	1.58731596
968	1.5872502
969	1.587191616
970	1.586410301
971	1.586348892
972	1.586288426
973	1.585755684
974	1.585692085
975	1.585633935
976	1.585577258
977	1.585515472
978	1.585453633
979	1.585394989
980	1.585335332
981	1.58527469
982	1.585215336
983	1.58479372
984	1.584737781
985	1.584130993
986	1.584071954
987	1.584012066
988	1.583953978
989	1.58389577
990	1.583835931
991	1.583778962
992	1.583216784
993	1.583156887
994	1.582644512
995	1.582587437
996	1.582528171
997	1.5824692
998	1.581786558
999	1.581728017
